index,name,position,active_from,active_to,college,college_start_year,college_end_year,url,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,draft_pick,draft_team,draft_year,C-G,C-MP,C-FG,C-FGA,C-3P,C-3PA,C-FT,C-FTA,C-ORB,C-TRB,C-AST,C-STL,C-BLK,C-TOV,C-PF,C-PTS,C-FG%,C-3P%,C-FT%
61,Harrison Barnes,F,2013,2022,UNC,2010-11,2011-12,https://www.basketball-reference.com/players/b/barneha02.html,747,686,31.8,5.1,11.2,.453,1.3,3.5,.379,3.7,7.7,.488,.513,2.6,3.3,.804,1.0,4.1,5.1,1.8,0.7,0.2,1.2,1.6,14.1,"1st round (7th pick, 7th overall)",Golden State Warriors,2012 NBA Draft,75,29.3,438,1018,116,332,234,319,149,5.5,1.3,68,29,146,140,16.3,.430,.349,.734
62,Scottie Barnes,G-F,2022,2022,Florida State,2020-21,,https://www.basketball-reference.com/players/b/barnesc01.html,74,74,35.4,6.2,12.6,.492,0.8,2.6,.301,5.4,10.0,.543,.524,2.1,2.9,.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,"1st round (4th pick, 4th overall)",Toronto Raptors,2021 NBA Draft,24,24.8,98,195,11,40,41,66,35,4.0,4.1,35,11,59,52,10.3,.503,.275,.621
63,RJ Barrett,G-F,2020,2022,Duke,2018-19,,https://www.basketball-reference.com/players/b/barrerj01.html,198,197,33.5,6.3,15.1,.418,1.6,4.6,.357,4.7,10.5,.445,.472,3.3,4.7,.697,0.9,4.6,5.6,2.9,0.8,0.3,2.1,2.3,17.5,"1st round (3rd pick, 3rd overall)",New York Knicks,2019 NBA Draft,38,35.3,319,702,73,237,149,224,59,7.6,4.3,34,16,123,70,22.6,.454,.308,.665
64,Will Barton,G,2013,2022,Memphis,2010-11,2011-12,https://www.basketball-reference.com/players/b/bartowi01.html,623,284,25.9,4.3,9.9,.433,1.3,3.7,.354,3.0,6.2,.481,.500,1.7,2.1,.787,0.7,3.5,4.3,2.7,0.8,0.4,1.4,1.6,11.6,"2nd round (10th pick, 40th overall)",Portland Trail Blazers,2012 NBA Draft,70,32.9,397,842,76,254,192,262,119,6.5,2.9,104,42,164,154,15.2,.471,.299,.733
65,Paris Bass,F,2022,2022,Detroit Mercy,2014-15,2015-16,https://www.basketball-reference.com/players/b/basspa01.html,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,Undrafted,Undrafted,Undrafted,57,27.1,311,675,45,132,185,279,105,6.6,2.0,72,68,165,173,14.9,.461,.341,.663
66,Charles Bassey,C,2022,2022,Western Kentucky,2018-19,2020-21,https://www.basketball-reference.com/players/b/bassech01.html,23,0,7.3,1.3,2.0,.638,0.0,0.2,.000,1.3,1.9,.698,.638,0.4,0.5,.750,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,"2nd round (23rd pick, 53rd overall)",Philadelphia 76ers,2021 NBA Draft,72,30.5,439,736,29,91,235,306,219,10.5,0.8,46,184,182,182,15.9,.596,.319,.768
67,Keita Bates-Diop,F,2019,2022,Ohio State,2014-15,2017-18,https://www.basketball-reference.com/players/b/bateske01.html,163,17,15.0,2.0,4.3,.462,0.4,1.4,.304,1.6,2.9,.537,.511,0.8,1.1,.714,0.7,2.3,3.0,0.6,0.5,0.3,0.5,0.9,5.2,"2nd round (18th pick, 48th overall)",Minnesota Timberwolves,2018 NBA Draft,109,24.8,469,993,123,349,211,272,124,5.7,1.1,68,128,134,155,11.7,.472,.352,.776
68,Aron Baynes,C,2013,2021,Washington State,2005-06,2008-09,https://www.basketball-reference.com/players/b/baynear01.html,522,168,16.0,2.4,4.9,.489,0.2,0.7,.308,2.2,4.2,.519,.511,1.0,1.2,.794,1.5,3.0,4.6,0.8,0.2,0.5,0.9,2.2,6.0,Undrafted,Undrafted,Undrafted,122,,394,722,1,3,275,394,,5.4,0.3,41,93,107,,8.7,.546,.333,.698
69,Kent Bazemore,G-F,2013,2022,Old Dominion,2008-09,2011-12,https://www.basketball-reference.com/players/b/bazemke01.html,657,310,20.6,2.9,7.1,.413,1.1,3.0,.356,1.9,4.1,.454,.488,1.3,1.8,.724,0.4,2.8,3.2,1.8,1.0,0.5,1.4,2.0,8.2,Undrafted,Undrafted,Undrafted,140,29.6,516,1155,100,299,284,489,158,4.6,2.7,250,67,320,253,10.1,.447,.334,.581
70,Darius Bazley,F,2020,2022,,,,https://www.basketball-reference.com/players/b/bazleda01.html,185,117,25.8,3.6,9.0,.406,1.1,3.8,.305,2.5,5.2,.479,.470,1.5,2.2,.695,0.8,5.0,5.8,1.3,0.6,0.7,1.4,1.0,10.0,"1st round (23rd pick, 23rd overall)",Utah Jazz,2019 NBA Draft,,,,,,,,,,,,,,,,,,,
71,Bradley Beal,G,2013,2022,Florida,2011-12,,https://www.basketball-reference.com/players/b/bealbr01.html,645,611,34.8,8.0,17.6,.456,2.2,6.0,.372,5.8,11.6,.499,.519,3.8,4.6,.821,0.9,3.2,4.1,4.2,1.1,0.4,2.4,2.2,22.1,"1st round (3rd pick, 3rd overall)",Washington Wizards,2012 NBA Draft,37,34.2,175,393,63,186,133,173,50,6.7,2.2,51,31,79,76,14.8,.445,.339,.769
72,Malik Beasley,G,2017,2022,Florida State,2015-16,,https://www.basketball-reference.com/players/b/beaslma01.html,336,87,20.9,3.8,8.8,.430,2.0,5.2,.386,1.8,3.6,.493,.544,0.8,0.9,.816,0.4,2.1,2.5,1.2,0.6,0.1,0.7,1.2,10.4,"1st round (19th pick, 19th overall)",Denver Nuggets,2016 NBA Draft,34,29.8,185,393,55,142,104,128,44,5.3,1.5,32,6,59,75,15.6,.471,.387,.813
73,Rodrigue Beaubois,G,2010,2013,,,,https://www.basketball-reference.com/players/b/beaubro01.html,182,54,15.9,2.8,6.3,.439,0.7,2.2,.325,2.0,4.1,.500,.496,0.8,1.0,.810,0.3,1.6,1.9,2.1,0.7,0.3,1.1,1.7,7.1,"1st round (25th pick, 25th overall)",Oklahoma City Thunder,2009 NBA Draft,,,,,,,,,,,,,,,,,,,
74,Jordan Bell,F,2018,2022,Oregon,2014-15,2016-17,https://www.basketball-reference.com/players/b/belljo01.html,161,17,12.0,1.6,2.9,.552,0.0,0.1,.200,1.6,2.8,.567,.556,0.5,0.7,.636,1.0,2.1,3.1,1.2,0.4,0.8,0.7,1.2,3.7,"2nd round (8th pick, 38th overall)",Chicago Bulls,2017 NBA Draft,105,24.7,345,566,3,16,121,192,224,6.8,1.5,111,234,162,241,7.8,.610,.188,.630
75,DeAndre' Bembry,F,2017,2022,Saint Joseph's,2013-14,2015-16,https://www.basketball-reference.com/players/b/bembrde01.html,296,55,19.2,2.4,5.1,.474,0.4,1.3,.283,2.1,3.9,.537,.509,0.7,1.1,.611,0.6,2.6,3.2,1.8,1.0,0.4,1.2,1.8,5.9,"1st round (21st pick, 21st overall)",Atlanta Hawks,2016 NBA Draft,101,36.1,580,1270,120,385,310,494,137,6.7,3.6,143,78,248,249,15.7,.457,.312,.628
76,Dragan Bender,F,2017,2020,,,,https://www.basketball-reference.com/players/b/bendedr01.html,187,67,20.1,2.0,5.0,.399,1.0,3.0,.323,1.0,2.0,.518,.497,0.5,0.7,.654,0.6,3.2,3.9,1.3,0.3,0.6,1.1,2.0,5.4,"1st round (4th pick, 4th overall)",Phoenix Suns,2016 NBA Draft,,,,,,,,,,,,,,,,,,,
77,Jerrelle Benimon,F,2015,2015,"Georgetown, Towson University",2009-10,2013-14,https://www.basketball-reference.com/players/b/benimje01.html,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,Undrafted,Undrafted,Undrafted,128,24.2,443,848,36,110,365,532,229,6.8,1.8,61,129,294,292,10.1,.522,.327,.686
78,Anthony Bennett,F,2014,2017,UNLV,2012-13,,https://www.basketball-reference.com/players/b/bennean01.html,151,4,12.6,1.7,4.2,.392,0.2,0.9,.261,1.4,3.3,.427,.420,0.8,1.2,.670,0.9,2.3,3.1,0.5,0.4,0.2,0.7,1.4,4.4,"1st round (1st pick, 1st overall)",Cleveland Cavaliers,2013 NBA Draft,35,27.1,202,379,36,96,124,177,86,8.1,1.0,24,43,65,80,16.1,.533,.375,.701
79,Keith Benson,C,2012,2012,Oakland,2007-08,2010-11,https://www.basketball-reference.com/players/b/bensoke02.html,3,0,3.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"2nd round (18th pick, 48th overall)",Atlanta Hawks,2011 NBA Draft,135,31.8,684,1226,11,29,524,772,204,8.2,0.7,68,369,183,212,14.1,.558,.379,.679
80,Ben Bentil,F,2017,2017,Providence,2014-15,2015-16,https://www.basketball-reference.com/players/b/bentibe01.html,3,0,3.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,"2nd round (21st pick, 51st overall)",Boston Celtics,2016 NBA Draft,69,27.9,321,705,61,188,251,330,173,6.3,0.9,39,48,107,186,13.8,.455,.324,.761
81,Dairis Bertāns,G,2019,2019,,,,https://www.basketball-reference.com/players/b/bertada02.html,12,0,13.9,1.0,3.9,.255,0.8,2.8,.294,0.2,1.1,.154,.362,0.0,0.0,,0.2,0.6,0.8,0.8,0.1,0.0,0.2,0.6,2.8,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
82,Dāvis Bertāns,F,2017,2022,,,,https://www.basketball-reference.com/players/b/bertada01.html,387,39,19.1,2.6,6.2,.424,1.9,4.9,.398,0.7,1.4,.518,.580,0.9,1.1,.860,0.3,2.4,2.7,1.0,0.4,0.4,0.6,1.7,8.2,"2nd round (12th pick, 42nd overall)",Indiana Pacers,2011 NBA Draft,,,,,,,,,,,,,,,,,,,
83,Patrick Beverley,G,2013,2022,Arkansas,2006-07,2007-08,https://www.basketball-reference.com/players/b/beverpa01.html,526,438,27.4,3.1,7.5,.414,1.6,4.2,.378,1.5,3.3,.460,.520,1.1,1.4,.756,1.1,3.1,4.3,3.5,1.1,0.5,1.3,3.1,8.8,"2nd round (12th pick, 42nd overall)",Los Angeles Lakers,2009 NBA Draft,70,,286,681,138,361,197,270,,5.5,2.8,105,30,69,,13.0,.420,.382,.730
84,Saddiq Bey,F,2021,2022,Villanova,2018-19,2019-20,https://www.basketball-reference.com/players/b/beysa01.html,152,135,30.3,4.8,12.0,.399,2.5,7.0,.361,2.3,5.0,.453,.505,2.2,2.6,.833,1.0,4.0,5.0,2.2,0.8,0.2,1.0,1.6,14.3,"1st round (19th pick, 19th overall)",Brooklyn Nets,2020 NBA Draft,67,31.6,284,605,128,306,99,136,114,4.9,1.8,55,24,74,155,11.9,.469,.418,.728
85,Tyler Bey,F,2021,2021,Colorado,2017-18,2019-20,https://www.basketball-reference.com/players/b/beyty01.html,18,0,3.9,0.4,1.2,.318,0.1,0.2,.250,0.3,1.0,.333,.341,0.2,0.3,.600,0.4,0.6,1.1,0.2,0.0,0.1,0.2,0.3,1.0,"2nd round (6th pick, 36th overall)",Philadelphia 76ers,2020 NBA Draft,99,25.0,397,749,18,59,301,403,187,8.1,0.9,98,102,184,226,11.2,.530,.305,.747
86,Sim Bhullar,C,2015,2015,New Mexico State,2012-13,2013-14,https://www.basketball-reference.com/players/b/bhullsi01.html,3,0,1.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7,Undrafted,Undrafted,Undrafted,65,25.3,264,417,0,0,137,276,169,7.2,1.0,7,186,107,156,10.2,.633,,.496
87,Khem Birch,C-F,2018,2022,"Pitt, UNLV",2011-12,2013-14,https://www.basketball-reference.com/players/b/birchkh01.html,262,75,17.8,2.0,3.8,.518,0.0,0.3,.191,1.9,3.6,.542,.525,1.2,1.7,.697,2.0,2.6,4.6,1.0,0.5,0.6,0.6,1.7,5.2,Undrafted,Undrafted,Undrafted,69,25.4,208,392,0,0,195,292,212,7.8,0.8,41,211,82,149,8.9,.531,,.668
88,Jabari Bird,G,2018,2018,California,2013-14,2016-17,https://www.basketball-reference.com/players/b/birdja01.html,13,1,8.8,1.2,2.0,.577,0.2,0.5,.429,0.9,1.5,.632,.635,0.5,1.0,.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,"2nd round (26th pick, 56th overall)",Boston Celtics,2017 NBA Draft,114,26.4,450,1018,187,504,140,186,90,3.3,1.2,58,35,137,197,10.8,.442,.371,.753
89,Goga Bitadze,C,2020,2022,,,,https://www.basketball-reference.com/players/b/bitadgo01.html,149,21,11.8,1.9,4.0,.477,0.3,1.3,.254,1.6,2.7,.590,.519,0.9,1.3,.707,1.1,1.8,2.9,0.8,0.3,0.9,0.6,1.8,5.0,"1st round (18th pick, 18th overall)",Indiana Pacers,2019 NBA Draft,,,,,,,,,,,,,,,,,,,
90,Bismack Biyombo,C-F,2012,2022,,,,https://www.basketball-reference.com/players/b/biyombi01.html,738,310,19.9,2.0,3.7,.530,0.0,0.0,.000,2.0,3.7,.531,.530,1.2,2.1,.564,2.0,4.1,6.1,0.6,0.3,1.3,0.9,2.2,5.2,"1st round (7th pick, 7th overall)",Sacramento Kings,2011 NBA Draft,,,,,,,,,,,,,,,,,,,
91,Nemanja Bjelica,F,2016,2022,,,,https://www.basketball-reference.com/players/b/bjeline01.html,449,162,20.4,2.8,6.1,.466,1.1,2.9,.384,1.7,3.2,.539,.556,0.8,1.0,.759,1.1,3.5,4.6,1.8,0.6,0.4,1.0,2.4,7.6,"2nd round (5th pick, 35th overall)",Washington Wizards,2010 NBA Draft,,,,,,,,,,,,,,,,,,,
92,Tarik Black,C-F,2015,2018,"Memphis, Kansas",2010-11,2013-14,https://www.basketball-reference.com/players/b/blackta01.html,220,57,15.1,2.0,3.6,.550,0.0,0.1,.143,2.0,3.6,.557,.551,0.9,1.5,.582,1.8,2.9,4.7,0.5,0.4,0.5,0.7,2.3,4.9,Undrafted,Undrafted,Undrafted,135,20.7,443,722,0,1,244,440,267,4.7,0.3,81,146,158,425,8.4,.614,.000,.555
93,DeJuan Blair,F-C,2010,2016,Pittsburgh,2007-08,2008-09,https://www.basketball-reference.com/players/b/blairde01.html,424,179,16.6,2.9,5.6,.524,0.0,0.0,.000,2.9,5.6,.526,.524,0.9,1.5,.608,1.9,3.2,5.1,0.8,0.7,0.3,1.1,2.4,6.8,"2nd round (7th pick, 37th overall)",San Antonio Spurs,2009 NBA Draft,72,,394,694,0,0,191,311,,10.7,1.1,116,75,115,,13.6,.568,,.614
94,Antonio Blakeney,G,2018,2019,LSU,2015-16,2016-17,https://www.basketball-reference.com/players/b/blakean01.html,76,3,15.0,2.9,7.1,.406,0.7,1.9,.357,2.2,5.2,.424,.454,1.1,1.5,.696,0.1,1.7,1.8,0.8,0.3,0.1,0.6,0.8,7.5,Undrafted,Undrafted,Undrafted,64,31.8,331,746,105,303,181,246,58,4.1,1.3,43,8,89,97,14.8,.444,.347,.736
95,Eric Bledsoe,G,2011,2022,Kentucky,2009-10,,https://www.basketball-reference.com/players/b/bledser01.html,756,568,27.8,4.9,10.8,.452,1.1,3.4,.336,3.8,7.4,.504,.504,2.8,3.6,.784,0.8,3.1,3.9,4.7,1.4,0.5,2.5,2.0,13.7,"1st round (18th pick, 18th overall)",Oklahoma City Thunder,2010 NBA Draft,37,30.3,144,312,49,128,82,123,19,3.1,2.9,52,12,112,82,11.3,.462,.383,.667
96,Keljin Blevins,F,2021,2022,"Southern Miss, Montana State",2014-15,2018-19,https://www.basketball-reference.com/players/b/blevike01.html,48,1,8.8,0.8,2.7,.298,0.5,1.7,.288,0.3,1.1,.314,.385,0.1,0.2,.545,0.4,0.8,1.1,0.5,0.3,0.0,0.5,0.8,2.2,Undrafted,Undrafted,Undrafted,117,23.2,319,800,45,192,207,321,150,4.4,1.0,62,31,210,225,7.6,.399,.234,.645
97,Jaron Blossomgame,F,2019,2019,Clemson,2013-14,2016-17,https://www.basketball-reference.com/players/b/blossja01.html,27,4,16.3,1.7,3.9,.443,0.4,1.4,.256,1.4,2.5,.552,.491,0.4,0.5,.769,1.0,2.7,3.6,0.5,0.3,0.3,0.4,0.7,4.2,"2nd round (29th pick, 59th overall)",San Antonio Spurs,2017 NBA Draft,128,30.7,627,1286,96,304,383,529,242,6.5,1.1,83,95,190,211,13.5,.488,.316,.724
98,Vander Blue,G,2014,2018,Marquette,2010-11,2012-13,https://www.basketball-reference.com/players/b/blueva01.html,10,1,13.4,1.2,3.9,.308,0.2,1.3,.154,1.0,2.6,.385,.333,0.4,1.2,.333,0.2,1.1,1.3,1.2,0.4,0.0,1.1,0.7,3.0,Undrafted,Undrafted,Undrafted,106,25.7,352,820,52,188,226,321,109,3.5,2.0,109,15,208,184,9.3,.429,.277,.704
99,Bogdan Bogdanović,G,2018,2022,,,,https://www.basketball-reference.com/players/b/bogdabo01.html,316,152,28.6,5.2,11.9,.439,2.3,6.1,.384,2.9,5.8,.498,.538,1.4,1.8,.822,0.5,3.0,3.4,3.4,1.0,0.2,1.5,2.1,14.2,"1st round (27th pick, 27th overall)",Phoenix Suns,2014 NBA Draft,,,,,,,,,,,,,,,,,,,
100,Bojan Bogdanović,G-F,2015,2022,,,,https://www.basketball-reference.com/players/b/bogdabo02.html,603,486,29.1,5.2,11.4,.457,2.0,5.2,.392,3.2,6.2,.511,.546,2.6,3.0,.861,0.5,3.1,3.6,1.6,0.6,0.1,1.6,1.6,15.0,"2nd round (1st pick, 31st overall)",Miami Heat,2011 NBA Draft,,,,,,,,,,,,,,,,,,,
101,Bol Bol,F-C,2020,2022,Oregon,2018-19,,https://www.basketball-reference.com/players/b/bolbo01.html,53,2,6.2,1.0,2.1,.478,0.3,0.7,.378,0.8,1.4,.526,.540,0.4,0.6,.667,0.2,1.0,1.2,0.3,0.1,0.3,0.5,0.5,2.7,"2nd round (14th pick, 44th overall)",Miami Heat,2019 NBA Draft,9,29.8,74,132,13,25,28,37,19,9.6,1.0,7,24,18,15,21.0,.561,.520,.757
102,Jonah Bolden,F,2019,2020,UCLA,2015-16,,https://www.basketball-reference.com/players/b/boldejo01.html,51,10,13.5,1.6,3.4,.486,0.7,2.0,.340,1.0,1.4,.685,.584,0.3,0.6,.484,1.0,2.4,3.4,0.8,0.4,0.8,0.7,2.1,4.3,"2nd round (6th pick, 36th overall)",Philadelphia 76ers,2017 NBA Draft,31,21.7,51,123,9,36,33,45,36,4.8,1.1,21,27,26,64,4.6,.415,.250,.733
103,Marques Bolden,C,2020,2021,Duke,2016-17,2018-19,https://www.basketball-reference.com/players/b/boldema01.html,7,0,4.6,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.7,1.1,.625,0.4,0.7,1.1,0.0,0.4,0.3,0.3,0.1,1.0,Undrafted,Undrafted,Undrafted,88,13.6,130,227,0,7,74,108,120,3.3,0.4,30,93,52,145,3.8,.573,.000,.685
104,Leandro Bolmaro,F,2022,2022,,,,https://www.basketball-reference.com/players/b/bolmale01.html,35,2,6.9,0.5,1.5,.315,0.1,0.5,.278,0.3,1.0,.333,.361,0.3,0.4,.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,"1st round (23rd pick, 23rd overall)",New York Knicks,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
105,Joel Bolomboy,F,2017,2018,Weber State,2012-13,2015-16,https://www.basketball-reference.com/players/b/bolomjo01.html,18,0,5.1,0.7,1.2,.545,0.1,0.3,.200,0.6,0.9,.647,.568,0.3,0.7,.500,0.6,0.9,1.5,0.1,0.2,0.1,0.2,0.2,1.7,"2nd round (22nd pick, 52nd overall)",Utah Jazz,2016 NBA Draft,130,28.8,492,931,36,97,464,651,412,10.1,0.7,72,178,260,304,11.4,.528,.371,.713
106,Jordan Bone,G,2020,2021,Tennessee,2016-17,2018-19,https://www.basketball-reference.com/players/b/bonejo01.html,24,0,10.4,1.2,3.1,.378,0.5,1.8,.286,0.7,1.3,.500,.459,0.0,0.0,,0.2,1.0,1.2,1.1,0.1,0.0,0.2,0.7,2.8,"2nd round (27th pick, 57th overall)",New Orleans Pelicans,2019 NBA Draft,95,26.1,339,799,91,258,152,186,33,2.4,4.3,64,6,150,118,9.7,.424,.353,.817
107,Isaac Bonga,G,2019,2022,,,,https://www.basketball-reference.com/players/b/bongais01.html,143,57,13.1,1.1,2.5,.432,0.3,0.9,.300,0.8,1.6,.506,.486,0.6,0.8,.759,0.7,1.5,2.2,0.8,0.5,0.3,0.6,1.7,3.1,"2nd round (9th pick, 39th overall)",Philadelphia 76ers,2018 NBA Draft,,,,,,,,,,,,,,,,,,,
108,Devin Booker,G,2016,2022,Kentucky,2014-15,,https://www.basketball-reference.com/players/b/bookede01.html,477,452,33.7,8.2,18.0,.457,2.1,5.7,.357,6.2,12.3,.503,.513,5.0,5.8,.870,0.5,3.4,3.9,4.7,0.8,0.3,3.1,3.0,23.5,"1st round (13th pick, 13th overall)",Phoenix Suns,2015 NBA Draft,38,21.5,135,287,58,141,53,64,17,2.0,1.1,17,2,37,58,10.0,.470,.411,.828
109,Trevor Booker,F,2011,2018,Clemson,2006-07,2009-10,https://www.basketball-reference.com/players/b/booketr01.html,532,162,20.4,2.9,5.6,.515,0.1,0.5,.305,2.8,5.2,.534,.528,1.0,1.5,.636,1.9,3.6,5.5,1.1,0.7,0.5,1.0,2.0,6.9,"1st round (23rd pick, 23rd overall)",Minnesota Timberwolves,2010 NBA Draft,134,30.8,687,1228,23,71,328,526,89,7.9,1.7,144,249,189,63,12.9,.559,.324,.624
110,Brandon Boston Jr.,G-F,2022,2022,Kentucky,2020-21,,https://www.basketball-reference.com/players/b/bostobr01.html,51,0,14.9,2.5,6.4,.385,0.7,2.2,.306,1.8,4.2,.425,.437,1.2,1.4,.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,"2nd round (21st pick, 51st overall)",Memphis Grizzlies,2021 NBA Draft,25,30.4,103,290,30,100,51,65,33,4.5,1.6,33,4,36,49,11.5,.355,.300,.785
111,Chris Boucher,F,2018,2022,Oregon,2015-16,2016-17,https://www.basketball-reference.com/players/b/bouchch01.html,231,23,17.9,3.2,6.5,.483,0.9,2.7,.335,2.3,3.9,.586,.552,1.8,2.2,.785,1.8,3.5,5.3,0.5,0.5,1.2,0.5,2.1,9.0,Undrafted,Undrafted,Undrafted,69,24.8,300,564,75,218,150,234,157,6.8,0.4,42,189,75,185,12.0,.532,.344,.641
112,James Bouknight,G,2022,2022,UConn,2019-20,2020-21,https://www.basketball-reference.com/players/b/bouknja01.html,31,0,9.8,1.6,4.5,.348,0.5,1.6,.347,1.0,3.0,.348,.408,0.9,1.0,.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,"1st round (11th pick, 11th overall)",Charlotte Hornets,2021 NBA Draft,43,27.9,226,496,47,147,146,182,67,4.7,1.5,38,10,92,102,15.0,.456,.320,.802
113,Brian Bowen,F,2020,2021,,,,https://www.basketball-reference.com/players/b/bowenbr02.html,12,1,3.8,0.3,1.2,.286,0.0,0.3,.000,0.3,0.9,.364,.286,0.1,0.1,1.000,0.1,0.8,0.8,0.0,0.0,0.1,0.1,0.3,0.8,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
114,Ky Bowman,G,2020,2020,Boston College,2016-17,2018-19,https://www.basketball-reference.com/players/b/bowmaky01.html,45,12,22.6,3.0,7.1,.417,0.7,2.4,.308,2.2,4.8,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,Undrafted,Undrafted,Undrafted,98,35.5,576,1331,221,570,288,378,80,6.4,3.9,131,34,295,250,16.9,.433,.388,.762
115,Craig Brackins,F,2011,2012,Iowa State,2007-08,2009-10,https://www.basketball-reference.com/players/b/brackcr01.html,17,1,7.1,0.8,2.9,.265,0.2,0.8,.214,0.6,2.1,.286,.296,0.1,0.1,.500,0.4,0.7,1.1,0.5,0.1,0.1,0.2,0.5,1.8,"1st round (21st pick, 21st overall)",Oklahoma City Thunder,2010 NBA Draft,96,35.1,572,1285,69,236,326,449,67,7.7,1.6,52,99,196,64,16.0,.445,.292,.726
116,Avery Bradley,G,2011,2022,Texas,2009-10,,https://www.basketball-reference.com/players/b/bradlav01.html,660,544,27.5,4.4,10.2,.434,1.3,3.6,.365,3.1,6.6,.471,.498,0.9,1.1,.783,0.6,2.2,2.8,1.7,1.0,0.2,1.3,2.2,11.0,"1st round (19th pick, 19th overall)",Boston Celtics,2010 NBA Draft,34,29.5,159,368,42,112,36,66,33,2.9,2.1,44,18,52,80,11.6,.432,.375,.545
117,Tony Bradley,F-C,2018,2022,UNC,2016-17,,https://www.basketball-reference.com/players/b/bradlto01.html,167,18,11.7,2.0,3.2,.634,0.0,0.0,.429,2.0,3.2,.637,.637,0.5,0.8,.672,1.7,2.6,4.3,0.5,0.2,0.6,0.6,1.5,4.6,"1st round (28th pick, 28th overall)",Los Angeles Lakers,2017 NBA Draft,38,14.6,102,178,0,0,65,105,98,5.1,0.6,10,22,25,69,7.1,.573,,.619
118,Jarrell Brantley,F,2020,2021,College of Charleston,2015-16,2018-19,https://www.basketball-reference.com/players/b/brantja01.html,37,0,6.3,0.9,2.2,.438,0.4,1.1,.366,0.5,1.1,.513,.531,0.1,0.1,.750,0.3,1.0,1.3,0.7,0.3,0.2,0.4,0.6,2.4,"2nd round (20th pick, 50th overall)",Indiana Pacers,2019 NBA Draft,123,31.7,694,1424,112,317,414,539,225,7.9,1.7,150,85,314,362,15.6,.487,.353,.768
119,Ignas Brazdeikis,F,2020,2022,Michigan,2018-19,,https://www.basketball-reference.com/players/b/brazdig01.html,64,1,13.1,1.9,4.6,.416,0.6,1.9,.315,1.3,2.6,.491,.483,0.5,0.8,.686,0.6,1.3,1.9,0.9,0.2,0.1,0.5,1.1,5.0,"2nd round (17th pick, 47th overall)",Sacramento Kings,2019 NBA Draft,37,29.6,188,407,56,143,116,150,43,5.4,0.8,26,18,46,79,14.8,.462,.392,.773
120,Mikal Bridges,F-G,2019,2022,Villanova,2015-16,2017-18,https://www.basketball-reference.com/players/b/bridgmi01.html,309,242,31.3,4.2,8.3,.509,1.4,3.7,.374,2.9,4.7,.615,.591,1.4,1.7,.831,0.9,3.0,3.9,2.1,1.3,0.6,0.9,2.0,11.3,"1st round (10th pick, 10th overall)",Philadelphia 76ers,2018 NBA Draft,116,27.3,458,873,171,428,224,265,131,4.3,1.6,163,101,124,257,11.3,.525,.400,.845
121,Miles Bridges,G-F,2019,2022,Michigan State,2016-17,2017-18,https://www.basketball-reference.com/players/b/bridgmi02.html,291,188,29.1,5.0,10.7,.473,1.5,4.3,.346,3.5,6.3,.559,.543,1.8,2.2,.809,1.1,4.5,5.6,2.3,0.7,0.7,1.4,2.0,13.4,"1st round (12th pick, 12th overall)",Los Angeles Clippers,2018 NBA Draft,62,31.6,386,821,127,339,156,201,84,7.6,2.4,40,69,133,105,17.0,.470,.375,.776
122,Amida Brimah,C,2021,2021,UConn,2013-14,2016-17,https://www.basketball-reference.com/players/b/brimaam01.html,5,0,5.8,1.0,1.6,.625,0.0,0.0,,1.0,1.6,.625,.625,0.6,0.6,1.000,0.4,1.2,1.6,0.2,0.0,1.0,0.8,0.8,2.6,Undrafted,Undrafted,Undrafted,133,21.9,347,545,0,0,201,312,235,4.5,0.2,25,367,134,384,6.7,.637,,.644
